file,threshold,precision,recall,accepted_fail_predictions,correct_fail_predictions,incorrect_fail_predictions
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.46,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.45,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.44,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.43,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.42,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.41,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.4,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.39,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.38,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.37,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.36,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.35,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.34,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.33,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.32,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.31,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.3,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.29,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.28,0.0,0.0,2,0,2
